Frame, Time (ms)
 1314, 27700.364
 1315, 27711.976
 1316, 27733.763
 1317, 27745.454
 1318, 27766.719
 1319, 27778.696
 1320, 27799.772
 1321, 27811.960
 1322, 27833.536
 1323, 27845.245
 1324, 27866.473
 1325, 27878.780
 1326, 27900.387
 1327, 27912.089
 1328, 27933.239
 1329, 27945.367
 1330, 27967.145
 1331, 27978.713
 1332, 28000.095
 1333, 28012.071
 1334, 28032.913
 1335, 28045.541
 1336, 28066.954
 1337, 28078.561
 1338, 28099.796
 1339, 28111.963
 1340, 28133.636
 1341, 28145.631
 1342, 28166.667
 1343, 28178.636
 1344, 28200.451
 1345, 28211.955
 1346, 28233.503
 1347, 28245.212
 1348, 28266.831
 1349, 28279.147
 1350, 28300.310
 1351, 28311.939
 1352, 28333.138
 1353, 28345.445
 1354, 28367.159
 1355, 28378.836
 1356, 28400.072
 1357, 28411.958
 1358, 28432.832
 1359, 28445.457
 1360, 28466.931
 1361, 28478.634
 1362, 28499.806
 1363, 28513.704
 1364, 28535.689
 1365, 28546.705
 1366, 28568.589
 1367, 28580.466
 1368, 28602.625
 1369, 28613.417
 1370, 28635.873
 1371, 28646.755
 1372, 28668.751
 1373, 28679.758
 1374, 28702.883
 1375, 28713.660
 1376, 28735.722
 1377, 28746.551
 1378, 28769.858
 1379, 28780.340
 1380, 28802.400
 1381, 28813.244
 1382, 28835.121
 1383, 28847.201
 1384, 28869.172
 1385, 28880.151
 1386, 28902.509
 1387, 28912.999
 1388, 28936.014
 1389, 28946.882
 1390, 28968.787
 1391, 28980.030
 1392, 29001.920
 1393, 29013.845
 1394, 29035.858
 1395, 29046.716
 1396, 29068.918
 1397, 29079.681
 1398, 29102.827
 1399, 29113.626
 1400, 29136.092
 1401, 29146.961
 1402, 29168.853
 1403, 29179.852
 1404, 29202.831
 1405, 29213.760
 1406, 29235.213
 1407, 29247.395
 1408, 29269.252
 1409, 29280.204
 1410, 29302.178
 1411, 29313.037
 1412, 29335.510
 1413, 29346.450
 1414, 29369.416
 1415, 29380.332
 1416, 29402.542
 1417, 29413.409
 1418, 29435.796
 1419, 29446.690
 1420, 29468.654
 1421, 29480.703
 1422, 29502.737
 1423, 29513.542
 1424, 29535.722
 1425, 29546.589
 1426, 29568.493
 1427, 29580.670
 1428, 29602.541
 1429, 29613.438
 1430, 29635.420
 1431, 29646.516
 1432, 29669.363
 1433, 29680.234
 1434, 29702.270
 1435, 29713.178
 1436, 29736.184
 1437, 29747.084
 1438, 29769.090
 1439, 29780.163
 1440, 29802.278
 1441, 29813.875
 1442, 29835.829
 1443, 29846.828
 1444, 29868.842
 1445, 29879.838
 1446, 29902.771
 1447, 29913.609
 1448, 29935.635
 1449, 29946.592
 1450, 29969.524
 1451, 29980.563
 1452, 30002.525
 1453, 30013.301
 1454, 30035.555
 1455, 30047.463
 1456, 30069.071
 1457, 30080.268
 1458, 30102.178
 1459, 30113.021
 1460, 30136.048
 1461, 30146.942
 1462, 30168.896
 1463, 30179.987
 1464, 30201.914
 1465, 30213.703
 1466, 30235.728
 1467, 30246.770
 1468, 30269.013
 1469, 30279.711
 1470, 30302.569
 1471, 30313.562
 1472, 30336.075
 1473, 30346.791
 1474, 30368.817
 1475, 30379.764
 1476, 30402.967
 1477, 30413.862
 1478, 30435.737
 1479, 30446.693
 1480, 30468.678
 1481, 30479.510
 1482, 30502.620
 1483, 30513.633
 1484, 30535.407
 1485, 30546.450
 1486, 30569.390
 1487, 30580.391
 1488, 30602.488
 1489, 30613.277
 1490, 30635.207
 1491, 30647.206
 1492, 30669.113
 1493, 30680.169
 1494, 30702.108
 1495, 30712.968
 1496, 30735.895
 1497, 30746.966
 1498, 30768.894
 1499, 30779.964
